link_repository,titles,authors,years,abstracts_in,abstracts_en,keywords
http://etd.repository.ugm.ac.id/home/detail_pencarian/131512,PENANGANAN KETIDAKSEIMBANGAN KELAS MENGGUNAKAN ADAPTIVE SYNTHETIC SAMPLING APPROACH (ADASYN) UNTUK KLASIFIKASI MENGGUNAKAN METODE RANDOM FOREST,"IDFI TANIYA KUSUMA, Prof. Dr.rer.nat Dedi Rosadi, S.Si., M.Sc.",2017 | Skripsi | S1 STATISTIKA,"Masalah ketidakseimbangan terjadi apabila terdapat kelas yang sangat kurang terwakili dibandingkan kelas lainnya dalam suatu dataset. Ketidakseimbangan kelas akan menjadi masalah pada kasus klasifikasi, sebab algoritma klasifikasi yang bekerja pada data yang tidak seimbang akan menghasilkan prediksi yang menyesatkan dan tingkat akurasi yang buruk. Oleh karena itu muncul metode ADASYN sebagai salah satu cara dalam menyeimbangkan kelas dengan cara menghasilkan data sintetis pada kelas minoritas agar algoritma klasifikasi dapat bekerja lebih baik. ADASYN  efektif  bekerja pada variabel prediksi berjumlah 2 kelas (binary class) dengan tipe data variabel respon numerik. Keefektifan ADASYN akan ditunjukkan melalui implementasinya pada dataset pasien wanita diabetes. Metode ini akan dikombinasikan dengan algoritma klasifikasi Random Forest untuk mendiagnosis penyakit diabetes pasien. Hasilnya terbukti bahwa dengan menyeimbangkan kelas algoritma klasifikasi Random Forest memiliki performa yang lebih baik. Hal ini ditunjukkan dengan nilai Recall, Precision dan F-measure yang lebih tinggi daripada algoritma Random Forest yang bekerja pada data yang tidak seimbang.","The problem of imbalance occurs when there is a class that is poorly represented than the other classes in a dataset. The class imbalance will be a problem in the classification case, because classification algorithms working on unbalanced data will produce misleading predictions as well as poor accuracy. Therefore, ADASYN method appears as one way to balance the class by generating synthetic data in minority class so that the classification algorithm can work better. ADASYN effectively works on predictive variables of 2 classes (binary class) with numerical response data type variables. The effectiveness of this ADASYN method will be demonstrated through its implementation on the dataset of diabetic female patients. This method will be combined with the Random Forest classification algorithm to diagnose diabetic patients. The result proved that by balancing the class, Random Forest classification algorithm has better performance. This is indicated by the value of Recall, Precision and F-measure that higher than Random Forest algorithms working on imbalanced data.","Kata Kunci : ketidakseimbangan kelas, klasifikasi, ADASYN, binary class, Random Forest"
http://etd.repository.ugm.ac.id/home/detail_pencarian/131261,ANALISIS REGRESI RIDGE TERGENERALISIR DUA TAHAP UNTUK MASALAH MULTIKOLINIERITAS DAN AUTOKORELASI PADA ERRORS  (GENERALIZED TWO STAGES RIDGE REGRESSION ANALYSIS FOR MULTICOLLINEARITY AND AUTOCORRELATED ERRORS ),"FATHIA NUR RAHMANI, Yunita Wulan Sari.,M.Sc",2017 | Skripsi | S1 STATISTIKA,"Analisis regresi merupakan salah satu analisis di dalam statistika yang digunakan untuk memodelkan suatu hubungan antar variabel independen dan variabel dependen. Namun, di dalam permasalahan ekonomi hubungan variabel ekonomi tidak hanya bersifat satu arah tetapi bersifat saling mempengaruhi yang disebut sebagai model persamaan simultan. Metode yang digunakan adalah two stages teast square. Dalam analisis regresi terdapat beberapa asumsi klasik yang harus terpenuhi, diantaranya adalah tidak ada multikolinieritas dan tidak ada autokorelasi pada error. Jika kedua asumsi tersebut tidak terpenuhi, maka dapat menyebabkan hasil estimasi yang tidak stabil dan tidak efektif. Salah satu metode yang digunakan untuk menangani kedua masalah tersebut adalah metode generalized ridge regression. Pada skripsi ini akan dibahas mengenai analisis regresi pada suatu model persamaan simultan yang mengandung multikolinieritas dan autokorelasi pada error yaitu generalized two stage ridge regression yang dikembangkan oleh Eledum, Hussein & Abdalla Ahmed Alkhaifa (2012) yang nantinya akan dibandingkan dengan two stage ridge regression dalam skripsi Astrini, E. W (2013). Studi kasus ini membahas mengenai faktor-faktor yang mempengaruhi jumlah uang beredar pada Januari 2012 sampai Juni 2017. Diperoleh kesimpulan bahwa generalized two stage ridge regression memberikan nilai MSE yang lebih kecil dibandingkan two stage ridge regression.","Regression analysis is one of statistics analysis used to model a relationship between independent and dependent variable. In the economics problem, relationship between economics variable is not singular equation and we can call it simultaneous equation model. The method that we use is two stages teast square. In regression analysis there are classical regression assumptions that must be fulfilled, which are no multicollinearity and no autocorrelated errors. If both of them do not fulfill, it makes the result of estimation is unstable and uneffective. One of the method to solve that problems is generalized ridge regression. This paper will discuss about regression analysis in simultaneous equation model with multicollinearity and autocorrelated errors, that is generalized two stage ridge regression developed by Eledum, Hussein & Abdalla Ahmed Alkhaifa (2012) and then we want to compare with two stage ridge regression in paper by Astrini, E. W (2013). Case study in this paper is using factors that influence with money supply variable in January 2012 until June 2017. The conclusion is generalized two stage ridge regression estimator gives smaller MSE than two stage ridge regression estimator.","Kata Kunci : Persamaan Simultan, Two Stage Least Square, Multikolinieritas, Autokorelasi Errors, Generalized Ridge Regression, MSE/Simultaneous Equation, Two Stage Least Square, Multicollinearity, Autocorrelated Errors, Generalized Ridge Regression, MSE."
http://etd.repository.ugm.ac.id/home/detail_pencarian/107971,METODE HYBRID KOMBINASI DARI MODIFIED K-PROTOTYPES DAN C5.0 UNTUK CREDIT SCORING,"GILANG RAMADHAN, Dr. Gunardi, M.Si ; Widya Irmaningtyas, M.Sc",2017 | Skripsi | S1 STATISTIKA,"Credit scoring merupakan salah satu teknik manajemen risiko untuk meminimalisasi terjadinya gagal bayar. Dengan menggunakan pemodelan statistika, credit scoring dapat dikerjakan menggunakan dua metode, yaitu unsupervised learning dan supervised learning. Perbedaan antara kedua metode tersebut terletak pada pembentukan model dan pengelompokkan objek. Pada supervised learning terdapat proses pelatihan data dalam membentuk modelnya dan data akan diklasifikasi terhadap kelas yang telah ditentukan sebelumnya, sedangkan pada unsupervised learning tidak. Pada tugas akhir ini, akan digunakan kombinasi antara kedua metode tersebut yang selanjutnya dikenal dengan metode hybrid. Pada tahap pertama, debitur akan dikelompokkan menurut kesamaan karakteristik kedalam beberapa klaster dengan menggunakan analisis klaster modified k-prototypes. Metode tersebut merupakan salah satu metode unsupervised learning. Jumlah klaster optimal akan ditentukan menggunakan silhouette width dengan membandingkan beberapa jumlah klaster. Pada tahap kedua, pohon keputusan akan dibangun untuk masing-masing klaster dengan menggunakan algoritma C5.0. Algoritma tersebut merupakan salah satu metode supervised learning. Pada akhirnya, akan terbentuk aturan untuk masing-masing klaster dalam mengklasifikasikan debitur baik dan debitur buruk.","Credit scoring is one of risk management analysis method for minimizing default. Using statistical modeling, credit scoring can be used in two ways: unsupervised learning and supervised learning. The difference between these two methods are in forming the model and grouping the object. In supervised learning  there is learning process in forming models and objects will be classified into pre-classified class, while in unspervised learning does not need that all. In this research, will use a combination of both method, called hybrid method. In the first step, by using modified k-prototypes which is one of unsupervised  learning method, debtors are segmented into clusters with similar features. The optimal number cluster is defined using silhouette width, by comparing some cluster number. In the second step, by using C5.0 algorithm which is one of supervised learning method, decision trees are built for each cluster to define classification rules for good debtor and bad debtor.","Kata Kunci : Credit scoring, analisis klaster, modified k-prototypes, pohon keputusan, C5.0, silhouette width"
http://etd.repository.ugm.ac.id/home/detail_pencarian/110531,PERHITUNGAN PREMI TOTAL MENGGUNAKAN DISTRIBUSI NEGATIVE BINOMIAL - GENERALIZED EXPONENTIAL (NB-GE) PADA PEMODELAN FREKUENSI KLAIM ASURANSI,"IKA PURNAMASARI, Dr. Herni Utami, M.Si. ; Dr. Adhitya Ronnie Effendie, S.Si., M.Si., M.Sc.",2017 | Skripsi | S1 STATISTIKA,"Perhitungan premi yang efektif perlu dilakukan perusahaan asuransi untuk dapat mencapai keseimbangan finansial perusahaan, selain agar tidak terlalu membebani pemegang polis. Prinsip perhitungan premi sederhana yang dapat dilakukan perusahaan adalah menghitung nilai ekspektasi resiko asuransi, yang kemudian ini disebut premi murni. Resiko yang dimaksud berupa klaim yang diajukan pemegang polis, meliputi frekuensi klaim dan besar klaim (severity). Oleh karena itu, perlu diketahui distribusi yang paling cocok menggambarkan penyebaran data frekuensi klaim dan juga data besar klaim (severity). Frekuensi klaim dimodelkan dengan distribusi Negative Binomial - Generalized Exponential karena datanya yang mengandung zero excess dan heavy tail, sehingga kurang cocok dimodelkan menggunakan distribusi Poisson maupun distribusi Negative Binomial. Hal ini karena data mengalami kasus overdispersi. Sementara itu, data besar klaim (severity) dimodelkan dengan distribusi Lognormal, ini yang paling cocok dibandingkan distribusi Weibull dan distribusi Eksponensial. Setelah itu, dihitung nilai ekspektasi dari frekuensi klaim dan besar klaim (severity). Nilai ini digunakan untuk menghitung premi murni.","The effective insurance premium calculation needs to do by the insurance company to achieve financial balanced of the company, other than that so as not to overburden the policy holder. The simplest premium principle calculation do by insurance company is the expected value of insurance risk, which then is called net premium. The risks referred to in the form of policy holder claims filed, including the frequency of claims and amount of claims (severity). Therefore, important to know the most suitable distribution which can describe the distribution of claims frequency and the severity. The frequency of claims is modeled by Negative Binomial distribution - Generalized Exponential because the data that contains zero excess and heavy tail, making it less suitable modeled using a Poisson distribution and Negative Binomial distribution. This is because the data is overdispersed. Meanwhile, the amount the claims (severity) modeled by the Lognormal distribution, which is the most suitable than modeled by Exponential distribution and Weibull distribution. After that, calculated the expected value of the frequency of claims and the severity. This value is used to calculate net premiums.","Kata Kunci : frekuensi klaim, zero excess, heavy tail, overdispersi, besar klaim (severity), premi murni (net premium)"
http://etd.repository.ugm.ac.id/home/detail_pencarian/131272,Segmentasi Pasar dengan Metode Ensembel QROCK pada Data Campuran Kategorik dan Numerik,"MIYA SALSABILA, Dr. Gunardi, M.Si.",2017 | Skripsi | S1 STATISTIKA,"Dalam mengoptimalkan pelayanan terhadap konsumen, salah satu hal yang dapat diterapkan perusahaan adalah segmentasi pasar. Di mana segmen-segmen yang nantinya dihasilkan, berasal dari data konsumen itu sendiri. Tidak jarang dengan adanya data konsumen yang sangat banyak, diperlukan suatu metode untuk terlebih dahulu mengelompokkan data-data tersebut agar dapat dianalisis lebih lanjut dalam mendapatkan informasi yang berguna. Namun kerap kali data terdiri dari data kategorik dan numerik. Pengelompokkan untuk data tersebut kurang akurat jika dilakukan masing-masing untuk data kategorik dan numerik. Maka diperlukan adanya metode untuk pengelompokkan data campuran kategorik dan numerik. Salah satu metode pengelompokkan untuk data campuran adalah metode ensembel dengan algCEBMDC.  	Tahap yang dilakukan dalam metode ensembel dengan algCEBMDC` adalah mengelompokkan dahulu masing-masing data kategorik dan numerik. Untuk data kategorik menggunakan algoritma QROCK dan untuk data numerik menggunakan algoritma agglomerative. Kemudian mengelompokkan data campuran hasil pengelompokkan pada tahap sebelumnya dengan algoritma QROCK. Pada setiap tahap dilakukan proses evaluasi. Evaluasi yang dipilih menggunakan perbandingan nilai rasio SW dan SB. Di mana kinerja suatu metode pengelompokan semakin baik jika semakin kecil rasio antara SW dan SB. Artinya bahwa terdapat homogenitas maksimum dalam kelompok dan heterogenitas maksimum antar kelompok.","In order to optimizing service for consumer, market segmentation can be used by company. Segments which are obtained by market segmentation, are taken from consumer data. Oftentimes, existence of many of data consumer needs a method for clustering data so that it can be analyzed in obtaining a useful information. But often data is composed by categorical and numeric dataset. Clustering for that dataset is less accurate  if it is analyzed respectively categorical and numeric dataset. Therefore, it needs a method for clustering mixed categorical and numeric dataset. One of that methods is ensemble method using algCEBMDC. 	First of ensemble method using algCEBMDC step is clustering each categorical and numeric dataset. Categorical data uses QROCK algorithm and numeric data uses agglomerative algorithm. Then clustering mixed data that obtained from previous step using QROCK algorithm. In each step, there is evaluation process. Evaluation that used in this method is comparison value of ratio SW and SB. Performance of clustering method is better when ratio SW and SB is smaller than the others. That means, there is maximum homogeneity within cluster and maximum heterogeneity between clusters.","Kata Kunci : market segmentation, clustering, ensemble, QROCK, agglomerative, segmentasi pasar, pengelompokan, ensembel"
http://etd.repository.ugm.ac.id/home/detail_pencarian/113613,Analisis Regresi Deming,"ANGELA MERICI YOSHINTA R, Dr. Herni Utami, M.Si",2017 | Skripsi | S1 STATISTIKA,"Analisis regresi adalah analisis yang digunakan untuk mengetahui hubungan antara satu atau lebih variabel dependen dengan variabel independen. Regresi klasik mengasumsikan kesalahan dalam variabel dependen saja sedangkan variabel independen merupakan variabel tetap. Jika variabel independen mengandung kesalahan pengukuran maka apabila menggunakan regresi linier klasik akan menyebabkan bias. Regresi deming digunakan untuk mengatasi masalah ini.  Regresi deming merupakan metode statistik penting yang harus digunakan ketika membandingkan dua pengukuran yang keduanya memiliki kesalahan pengukuran. Pada model regresi deming, variabel dependen dan variabel independen merupakan variabel acak dimana errornya berdistribusi normal . Sebagai rasio presisi dari dua metode pengukuran, Î» merupakan parameter yang sangat penting dalam regresi deming. Î» dihitung menggunakan beberapa pengukuran berulang dari setiap subyek. Kesalahan standar dari koefisien regresi dan nilai prediksi dihitung menggunakan metode jacknife terhapus-1.","Regression analysis is an analysis used to determine the relationship between one or more independent variables with the dependent variable. Classical regression assumes errors only in the dependent variable and the independent variable is a fixed variable. If the independent variable contain measurement error then using classical linear regression will be biased. Deming regression is used to solve this problem.  Deming regression is an important statistical method that should be used when comparing two measurements that both have measurement error. The independent variables and the dependent variable is a random variable which the errors is normally distributed . As the precision ratio of two measurement methods, Î» is a very important parameter in deming regression. Î» is calculated using multiple measurements from each subject. The standard errors of the regression coefficients and predicted values are calculated using the jackknife leave-one-out method.","Kata Kunci : regresi  deming, kesalahan  pengukuran, random  X, estimasi  maksimum likelihood,metode jacknife"
http://etd.repository.ugm.ac.id/home/detail_pencarian/108239,Model Durbin Spasial,"IRMA RACHMAWATI, Drs. Zulaela, Dipl. Med. Stats., M.Si.",2017 | Skripsi | S1 STATISTIKA,"Model regresi spasial adalah model yang terbentuk dari regresi umum yang terdapat pengaruh spasial (lokasi). Anselin (1988) mengenalkan satu Model Autoregresi Spasial (SAR) yang terdapat efek lag spasial pada variabel dependen. Kasus khusus dari metode SAR adalah penambahan efek lag pada variabel independen. Model ini disebut Model Durbin Spasial (SDM) yang berkembang karena dependensi spasial tidak hanya terdapat pada variabel dependen tetapi terdapat pula pada variabel independen. Pengujian Spatial Dependence dilakukan untuk melihat data setiap variabel memiliki pengaruh spasial pada lokasi. Pemodelan didasarkan pada pengaruh dependensi spasial, sehingga sebelum dilakukan pemodelan perlu dilakukan pengujian pengaruh spasial yang terkandung dalam data menggunakan statistik uji Lagrange Multiplier (LM). Pada tugas akhir ini, berdasarkan hasil pemodelan SDM diketahui bahwa faktor-faktor yang berpengaruh terhadap Angka Putus Sekolah usia SMP di Jawa Tengah adalah rata-rata anggota rumah tangga dan persentase desa terpencil di tiap kabupaten/kota.","Spatial regression model is a model that formed from the general regression which be found the effect of spatial (location). Anselin (1988) has shown spatial autoregressive model (SAR) is spatial lag effect on the dependent variable.  Special cases of SAR mode is add lag effect of the independent variable. This model is called Spatial Durbin Model (SDM) which developed because the dependencies in the spatial relationships not only occur in the dependent variable, but also on the independent variables. Spatial Dependence test performed to see data for each variable has an effect on the spatial location. The modeling is based on the effect of spatial dependence, so that prior to modeling necessary to test the spatial effect of data using statistical Lagrange Multiplier (LM) test. In this thesis, based on the results of modeling SDM note that the factors affecting of junior high school dropout rates in Central Java is the average of household members and percentage of remote villages in each district/city.","Kata Kunci : Spasial, SAR ,Morans' I,  Lagrange Multiplier, dan  SDM."
http://etd.repository.ugm.ac.id/home/detail_pencarian/114403,METODE ESTIMASI-MM ROBUST PADA ANALISIS REGRESI LINEAR,"ANGGRAYNY PUTRY M, Danang Teguh Qoyyimi, M.Sc., Ph.D.",2017 | Skripsi | S1 STATISTIKA,"Analisis regresi linear merupakan analisis yang bertujuan untuk mengetahui hubungan antar variabel. Salah satu metode yang sering digunakan untuk mengestimasi parameter dalam analisis regresi linear ialah metode kuadrat terkecil. Meskipun metode estimasi kuadrat terkecil ini relatif mudah, metode ini memiliki asumsi klasik yang harus terpenuhi, salah satunya yaitu residual berdistribusi normal. Pada kenyataannya, masih terdapat data yang tidak memenuhi asumsi klasik tersebut, sehingga metode estimasi ini tidak dapat dilakukan. Skripsi ini akan membahas tentang metode estimasi robust pada analisis regresi linear yang merupakan metode alternatif dari metode kuadrat terkecil saat residual tidak berdistribusi normal atau saat model dipengaruhi oleh keberadaan outlier. Metode estimasi robust dapat mengatasi outlier dengan mencocokkan model regresi dengan sebagian besar data, sehingga analisis regresi linear dengan metode estimasi robust dapat menghasilkan estimasi yang adaptif terhadap outlier. Metode estimasi robust yang diteliti dalam skripsi ini ialah estimasi MM. Metode estimasi MM merupakan perkembangan dari estimasi M dengan nilai breakdown point yang tinggi. Data yang digunakan untuk menunjukkan hasil menggunakan estimasi MM pada skripsi ini ialah data tentang Profil Kesehatan Indonesia 2015, khususnya tentang kasus kematian neonatal yang terjadi di Indonesia berdasarkan hubungan yang terbentuk antara banyaknya kematian neonatal dengan beberapa variabel independen-nya.","Linear regression analysis is an analysis that aims to determine the relationship between variables. The most often used method to estimate the parameters in a linear regression is the least square method. Although the method of least square estimation is relatively simple, this method has classic assumptions that must be fulfilled, One of them is normally distributed residual. In fact, there are data that does not fulfill the classis assumptions, so this estimation method can not be used. This paper discusses the robust regression analysis which is an alternative method of linear regression analysis when the residuals are not normally distributed or when the model is influenced by the presence of outliers. Robust Regression analysis can overcome the outlier by comparing the regression model with most of the data, so linear regression analysis with robust regression can produce estimation analysis regression that are resistant against outliers. The estimation methods of robust regression discussed in this paper is MM estimation. MM estimation is a development of M estimation with a higher point of breakdown value. The data that is used to indicate the result by using MM estimation at this paper is data about Indonesias Health Profile 2015, in particular on neonatal death cases occurring in Indonesia based on the relationship that exists between neonatal death with some of its independent variables.","Kata Kunci : Outlier, Robust, Tukeys bisqsuare function, MM-Estimation"
http://etd.repository.ugm.ac.id/home/detail_pencarian/110829,Estimasi Fungsi Survival untuk Data Tersensor Interval dengan Metode Kurva Bezier,"SILVIA BUDHI PRAMAESTHI , Dr. Danardono, MPH; Rianti Siswi Utami, S.Si., M.Sc",2017 | Skripsi | S1 STATISTIKA,"Dalam studi medis sering ditemukan data survival tidak lengkap seperti data tersensor interval. Tidak seperti data tersensor kanan atau kiri, data tersensor interval mempunyai struktur yang khusus dan lebih rumit sehingga dalam melakukan inferensi statistik diperlukan metode yang khusus pula untuk menanganinya.           Metode kurva Bezier adalah salah satu metode yang digunakan untuk mengestimasi fungsi survival pada data tersensor interval dengan pendekatan grafik kontinu. Dengan menggunakan pendekatan grafik tentunya hasil estimasi fungsi survival lebih mudah diterima dan dipahami oleh peneliti kesehatan. Secara esensi keuntungan metode ini adalah tanpa menggunakan asumsi distribusi dan dapat digunakan untuk mengestimasi nilai survival di semua titik waktu pengamatan karena bersifat kontinu. Menggunakan metode imputasi titik tengah dapat dicari fungsi survival Kaplan-Meier yang akan dijadikan titik-titik awal pembangun kurva Bezier. Adapun ukuran kesalahan yang digunakan untuk mendapatkan nilai eror dari hasil estimasi fungsi survival yaitu MISE (Mean Integrated Square Error).","Incomplete survival data such as interval-censored is often found in medical studies. Interval-censored data has a special structure which makes it more complicated than right and left censored data. Thus, interval-censored data requires a special method in conducting statistical inference. Bezier curve method is one of the methods that used to estimate the survival function in interval-censored data with continuous graph approach. Hence, the estimation result of survival function is more acceptable and understandable by health researcher. The advantage to this method is it can estimate survival function at all time points of observation without using distribution assumption because of its continuity. The Kaplan-Meier survival function is used as starting points to build Bezier curve which can be obtained by using the midpoint imputation method. The error measurement that used in this survival function estimation is MISE (Integrated Mean Square Error).","Kata Kunci : interval-censored data, survival function, midpoint imputation method, Bezier curve method,data tersensor interval, fungsi survival, metode imputasi titik tengah, metode kurva Bezier"
http://etd.repository.ugm.ac.id/home/detail_pencarian/114157,Estimator Liu Pada Regresi Poisson,"OKY SURYANA, Prof.Dr. Sri Haryatmi, M.Sc ; Dr. Danang Teguh Q, M.Sc",2017 | Skripsi | S1 STATISTIKA,"Regresi Poisson merupakan salah satu model statistika yang digunakan untuk menganalisis hubungan antara variabel respon Y dengan variabel prediktor X, dimana variabel Y berupa data diskrit dan variabel X berupa data diskrit, kontinu, kategorik atau campuran. Dalam regresi Poisson, metode Maximum Likelihood (ML)digunakan untuk mengestimasi parameternya. Akan tetapi, estimasi menggunakan metode MLmenjadi tidak valid jika variabel independennya saling berkolerasi atau dikenal sebagai kondisi multikolinearitas. Oleh karena itu, estimator Liu pada model regresi Poisson digunakan untuk menangani masalah multikolinearitas.  Dalam skripsi ini, estimator Liu pada analisis regresi Poisson diaplikasikan untuk memodelkan faktor-faktor yang mempengaruhi banyaknya penderita kanker kulit non-melanoma pada wanita Tahun 1970 di Minnesotta dan Texas. Maka diperoleh nilai Root Mean Square Error (RMSE) dari estimator Liu dan estimator ML. Kemudian dibandingkan dan diperoleh hasil menunjukkan estimator Liu memberikan nilai RMSEyang lebih kecil dibandingkan estimator ML.","Poisson regression is a statistical models were used to analyze the relationship between the response variable Y with the predictor variables X, whereY in the form of discrete data and variable X is discrete data, continuous, categorical or mixed. In Poisson regression, Maximum Likelihood (ML) is used to estimate the parameters. However, estimation using the ML method becomes invalid if the independent variable correlated with each other, otherwise known as multicollinearity condition. Therefore, Liu estimator on the Poisson regression model is used to deal with the problem of multicollinearity.  In this thesis, Liu's estimator on Poisson regression analysis was applied to model factors affecting the large number of non-melanoma skin cancer patients in women in 1970 in Minnesotta and Texas. It is obtained the Root Mean Square Error (RMSE) value from Liu estimator and ML estimator. Then compared and the results obtained show the Liu estimator gives a smaller MSE value than the ML estimator.","Kata Kunci : Regresi Poisson, Maximum Likelihood, Estimator Liu, Estimator Maximum Likelihood, Root Mean Square Error, Multikolinearitas."
http://etd.repository.ugm.ac.id/home/detail_pencarian/110830,Optimisasi Portofolio dengan Algoritma Genetika dalam Manajemen Dana Indeks,"NAFTALIA NUR INDAH RACHMAWATI, Prof. Dr. rer. nat. Dedi Rosadi, M.Sc., Rianti Siswi Utami, S.Si., M.Sc.",2017 | Skripsi | S1 STATISTIKA,"Dana indeks disusun dari jumlah yang relatif kecil dari saham. Jika ingin menyiapkan dana indeks sempurna, perlu menempatkan setiap perusahaan yang termasuk dalam indeks ke portofolio dana indeks. Penempatan setiap emiten ke dalam portofolio dana indeks tersebut membutuhkan biaya yang mahal dan tidak praktis. Oleh karena itu, dana indeks mencoba untuk meniru pergerakan indeks dengan jumlah yang relatif kecil dari saham. Untuk itu, diusulkan skema portofolio Genetic Algorithm (GA) dalam pengelolaan dana indeks. Skema tersebut mengeksploitasi GA dan memberikan pilihan yang optimal. Pemilihan emiten dalam portofolio dilakukan dengan cara menentukan sektor industri yang memiliki pasar modal yang terbesar, kemudian dipilih emiten yang memiliki nilai prior yang terbesar sampai terbentuk portofolio dengan jumlah emiten yang diinginkan. Setelah itu, dilakukan optimasi portofolio menggunakan Algoritma Genetika. Portofolio yang dibentuk dengan Algoritma Genetika lebih mendekati indeks patokan yang ditiru. Hal tersebut dapat dilihat melalui bahwa nilai tracking error pada portofolio dengan metode Algoritma Genetika secara keseluruhan lebih kecil daripada portofolio metode klasik yaitu Mean-Variance.","Index fund composed of a relatively small number of stocks. If we want to prepare a perfect index funds, we need to put any company included in the index to the index fund portfolio. Placement of each issuer in the index fund portfolio is costly and impractical. Therefore, index funds attempt to mimic the movement of the index with a relatively small amount of stock. This article proposed scheme portfolio Genetic Algorithm (GA) for management of index funds. The scheme exploits GA and provide optimal choice. Selection of issuers in the portfolio is done by determining the industrial sector which has the largest capital market, then selected issuers that have the greatest value prior to form the portfolio with the desired number of issuers. After that, the portfolio optimization using Genetic Algorithms. Portfolio formed by the Genetic Algorithm closer to the benchmark index that imitated. This can be seen through that the value of tracking error in its portfolio with the overall genetic algorithm method is smaller than the portfolio of classic method which is the Mean-Variance.","Kata Kunci : Portfolio, Mean-Variance, Genetics Algorithm, Index fund, Portofolio, Mean-Variance, Algoritma genetika, Dana indeks"
http://etd.repository.ugm.ac.id/home/detail_pencarian/129518,GRAFIK PENGENDALI BERDASARKAN METODE TITIK-UBAH TUNGGAL UNTUK MENGAWASI PERGESERAN RATA-RATA,"USNA ANING YULIANTI, Herni Utami, S.Si., M.Si., Dr.; Vemmie Nastiti Lestari, M.Sc.",2017 | Skripsi | S1 STATISTIKA,"Statistical Process Control (SPC) merupakan sebuah alat dengan kapabilitas yang tinggi dalam menilai, mengevaluasi dan mengembangkan strategi bisnis untuk organisasi, perusahaan manufaktur, penyedia pelayanan kesehatan, dan badan-badan usaha milik pemerintah. Proses pengendalian kualitas membutuhkan metode statistika dalam mendeteksi perubahan pola data pada fase II. Metode statistika pada umumnya, seperti grafik pengendali Shewart, Cumulative Sum (CUSUM), dan Exponentially Weighted Moving Average (EWMA) membutuhkan nilai parameter yang telah terkendali yang dapat diperoleh melalui fase I yang selanjutnya dilakukan pengawasan proses untuk fase II dimana pada fase ini data dalam jumlah yang lebih besar dianalisa. Grafik pengendali univariat parametrik berdasarkan metode titik-ubah tunggal sangat efektif dalam mendeteksi adanya titik ubah karena memungkinkan peneliti untuk langsung melakukan analisa pada fase II. Ada tidaknya titik ubah diuji mengunakan Uji Generalized Likelihood Ratio. Grafik yang merupakan modifikasi dari grafik CUSUM dan grafik Self-Starting CUSUM ini sangat bergantung pada alarm rate dan Average Run Length (ARL). Berdasarkan studi kasus, grafik berdasarkan metode titik-ubah tunggal menghasilkan skema terbaik pada saat alarm rate bernilai 0,001 atau ARL terkendali sebesar 1000.","Statistical process control is a tool having a high capability to measure, evaluate and improve business strategy, manufacturers, helath care providers, and government agencies. Quality process control need statistical methodologies that detect changes in the pattern of data over time on phase II. The common methodologies, such as Shewart, Cumulative Sum (CUSUM), Exponentially Weighted Moving Average (EWMA) charting require the in-control values of the process parameter based on phase I and then the fase II with a streaming data to be monitored can be done. 	The univariat parametric chart based on single change point method is highly effective in allowing the user to progress seamlessly from thestart of phase I data gathering through phase II monitoring. The existence of change point is tested using the Generalized Likelihood Ratio Test. The control chart which is a modification of CUSUM and Self-Charting CUSUM chartings depends heavily on the alarm rate and the Average Run Length (ARL). Based on the cases study, this control chart provide a best scheme when the alarm rate is 0,001 or the in-control ARL is equal to 1000.","Kata Kunci : Kata kunci : grafik pengendali,fase I, fase II, titik ubah tunggal, statistical process control, Shewart, cumulative sum, self-starting cusum, CUSUM, generalized likelihood ratio, alarm rate, average run length, ARL."
